,JobTitle,Year,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay
2722,Pile Worker,2013,936808.47,3077.48,108145.2,72062.19,35996.25344835812,3077.48,90237.01
2723,Pile Worker,2014,1276234.35,5996.82,98775.75,79764.646875,22383.45427923841,5996.82,86500.91
2724,Piledriver Engine Operator,2012,142525.57,49439.13,93086.44,71262.785,30863.308881551413,49439.13,71262.785
2725,Piledriver Engine Operator,2013,120270.09,22340.8,97929.29,60135.045,53449.13385865153,22340.8,60135.045
2726,Piledriver Engine Operator,2014,193599.11,94550.86,99048.25,96799.555,3180.1349666405613,94550.86,96799.555
2727,Piledriver Supervisor 1,2012,218153.4,21581.04,103278.16,72717.8,44566.198309858104,21581.04,93294.2
2728,Piledriver Supervisor 1,2013,213738.99,0.0,113484.99,71246.33,62054.7695825768,0.0,100254.0
2729,Piledriver Supervisor 1,2014,205343.83000000002,100060.01,105283.82,102671.91500000001,3693.7914746301126,100060.01,102671.91500000001
2730,Pilot of Fire Boats,2012,552751.89,8299.48,178110.77,110550.378,89612.18997817552,8299.48,172710.46
2731,Pilot of Fire Boats,2013,632735.89,2821.36,208110.19,126547.178,106057.78254387873,2821.36,198764.47
2732,Pilot of Fire Boats,2014,610527.13,4232.04,215351.68,122105.426,104938.05858419422,4232.04,188254.92
2733,Pipe Welder,2012,646679.23,11307.71,103063.62,80834.90375,33812.25183944463,11307.71,96046.88
2734,Pipe Welder,2013,642501.85,103174.74,110903.4,107083.64166666666,2833.8693530818655,103174.74,107497.285
2735,Pipe Welder,2014,653861.1,332.87,112770.72,93408.72857142857,41129.546779235425,332.87,107091.32
2736,Planner 1,2012,437906.55,6733.19,68482.57,43790.655,23515.920729408102,6733.19,52614.805
2737,Planner 1,2013,763707.04,5358.0,70842.63,44923.943529411765,20731.286116662824,5358.0,52133.65
2738,Planner 1,2014,681823.62,1851.2,71228.0,42613.97625,23679.865297422304,1851.2,47874.770000000004
2739,Planner 2,2012,2270898.95,24416.8,81770.48,66791.1455882353,17812.742408907172,71553.0,72361.6
2740,Planner 2,2013,2017763.11,1628.0,87478.6,54534.13810810811,25444.136033182564,1628.0,56046.5
2741,Planner 2,2014,2285255.73,2531.7,86560.13,65293.02085714286,21759.87219920763,2531.7,72594.47
2742,Planner 3,2012,4493602.7,20397.0,101621.7,84784.9566037736,19865.782836658134,96967.04,96876.21
2743,Planner 3,2013,4875093.78,2148.24,106617.32,79919.57016393443,29564.133538479044,93370.52,93372.18
2744,Planner 3,2014,4958542.18,177.65,110242.39,82642.36966666667,28301.638452495285,102696.07,94293.9
2745,Planner 3-Environmental Review,2012,1901644.24,1573.5,101022.29,82680.18434782609,27838.62127655976,96967.05,94113.98
2746,Planner 3-Environmental Review,2013,2199063.38,5254.5,108122.68,87962.5352,28795.661415394545,103750.35,102416.12
2747,Planner 3-Environmental Review,2014,2519883.47,6084.0,112532.63,83996.11566666668,32062.86949846694,102696.05,95784.685
2748,Planner 4,2012,2316528.99,30026.92,119108.59,105296.77227272728,22711.716044106055,115050.03,115050.025
2749,Planner 4,2013,2074673.59,26569.8,123080.11,115259.6438888889,22711.12876609981,123078.05,122964.54999999999
2750,Planner 4,2014,2378656.5,1382.88,123885.38,108120.75,30490.269172507036,121801.05,119460.11
2751,Planner 4-Environmental Review,2012,1463243.75,116.48,119758.9,91452.734375,39548.06350160961,116.48,111885.97
2752,Planner 4-Environmental Review,2013,1492769.64,75149.53,127796.45,114828.43384615384,13980.09033927984,75149.53,119411.95
2753,Planner 4-Environmental Review,2014,1470632.46,58146.48,126647.85,113125.57384615384,18858.483698443488,121801.02,120426.74
2754,Planner 5,2012,443462.17,53896.52,136435.02,110865.5425,38484.82989717756,53896.52,126565.315
2755,Planner 5,2013,620620.62,14294.1,145991.03,103436.77,55440.85066060803,14294.1,129928.91
2756,Planner 5,2014,897735.27,51673.98,155236.09,128247.89571428571,34930.1307102139,51673.98,142069.84
2757,Planner Technician,2012,163444.9,48128.48,58659.4,54481.63333333333,5592.342923474319,48128.48,56657.02
2758,Planner Technician,2013,177647.36,52407.03,62630.53,59215.78666666666,5896.5653513408415,52407.03,62609.8
2759,Planner Technician,2014,251540.09,32552.51,61979.09,50308.018,12561.274878519296,32552.51,51282.17
2760,Plumber,2012,6019008.04,5256.49,128003.39,91197.09151515152,26491.279774818875,5256.49,98091.44
2761,Plumber,2013,6234216.67,5677.06,130304.09,93048.01,34010.56958839454,5677.06,105703.05
2762,Plumber,2014,6408964.71,1933.05,130705.6,98599.45707692308,28878.886501892037,1933.05,106780.8
2763,Plumber Supervisor 1,2012,1021523.52,68169.4,134957.31,113502.61333333334,21171.870795028964,68169.4,113214.2
2764,Plumber Supervisor 1,2013,1090561.33,108831.11,147161.78,121173.48111111112,11737.90982566578,108831.11,116997.39
2765,Plumber Supervisor 1,2014,1021908.86,66136.24,131201.33,113545.42888888888,19696.421135850695,66136.24,117528.05
2766,Plumber Supervisor 2,2012,121825.72,121825.72,121825.72,121825.72,,121825.72,121825.72
2767,Plumber Supervisor 2,2013,129378.52,129378.52,129378.52,129378.52,,129378.52,129378.52
2768,Plumber Supervisor 2,2014,127407.43,127407.43,127407.43,127407.43,,127407.43,127407.43
2769,Plumbing Inspector,2012,1670107.65,104084.58,155090.29,111340.51,12225.98068174083,104084.58,108681.58
2770,Plumbing Inspector,2013,1942288.3699999999,30948.98,165121.76,114252.25705882352,25110.141473519656,115811.92,116765.15
2771,Plumbing Inspector,2014,1856328.39,6466.5,168141.7,103129.355,37128.317994284,6466.5,114621.235
2772,Police Officer,2012,40489183.37,21.98,180979.88,96632.89587112171,46963.5321033261,17085.0,117799.42
2773,Police Officer,2013,50300376.0,0.0,243855.39,100000.74751491053,44367.345596537205,18594.0,104517.56
2774,Police Officer,2014,51322166.13,242.66,201406.87,92639.2890433213,42112.284809575176,18594.0,102807.295
2775,Police Officer 2,2012,54931790.59,115.78,219043.82,129862.38910165486,26945.91502856237,115.78,130602.03
2776,Police Officer 2,2013,54568411.36,167.03,262317.85,142476.2698694517,26748.603629346897,167.03,141228.24
2777,Police Officer 2,2014,46318719.04,291.69,250764.87,138264.8329552239,27192.822003104306,291.69,139037.46
2778,Police Officer 3,2012,111522666.12,30.78,249667.7,129077.15986111111,40475.883343021655,438.22,133246.16
2779,Police Officer 3,2013,108552236.0,0.0,243129.13,140248.3669250646,35447.51055286161,0.0,141880.175
2780,Police Officer 3,2014,106534680.77,212.39,267902.74,136059.61784163472,38032.88381244301,42628.16,138024.33
2781,Police Services Aide,2012,42235.69,42235.69,42235.69,42235.69,,42235.69,42235.69
2782,Pool Lifeguard,2012,544952.42,72.0,14122.93,5676.5877083333335,3683.5698184218477,72.0,5823.610000000001
2783,Pool Lifeguard,2013,645942.05,67.7,15160.95,5007.302713178295,3748.652795955032,67.7,4515.38
2784,Pool Lifeguard,2014,838796.59,17.26,18207.0,5629.507315436242,4363.50976923078,17.26,4417.34
2785,Port Director,2012,241568.64,241568.64,241568.64,241568.64,,241568.64,241568.64
2786,Port Director,2013,253895.0,253895.0,253895.0,253895.0,,253895.0,253895.0
2787,Port Director,2014,252149.01,252149.01,252149.01,252149.01,,252149.01,252149.01
2788,Porter,2012,15513374.44,289.48,73821.46,41479.61080213904,20295.53889946769,55434.7,52077.485
2789,Porter,2013,16142363.6,0.0,86317.3,44839.898888888885,19792.37313484283,55674.0,55464.485
2790,Porter,2014,16074933.76,81.74,79482.75,44528.902382271466,19711.834030498994,58829.65,54703.0
2791,Porter Assistant Supervisor,2012,227687.17,1874.03,60483.42,45537.434,24583.01809442913,1874.03,55996.61
2792,Porter Assistant Supervisor,2013,242194.43,50209.85,70114.38,60548.6075,8138.769933306369,50209.85,60935.100000000006
2793,Porter Assistant Supervisor,2014,236805.43,61269.23,91801.68,78935.14333333333,15821.91954353306,61269.23,83734.52
2794,Porter Supervisor 1,2012,845111.05,55813.0,81934.56,70425.92083333334,7584.04089668497,55813.0,71852.305
2795,Porter Supervisor 1,2013,756658.92,52290.62,90381.59,75665.892,10571.319743972675,52290.62,76215.34
2796,Porter Supervisor 1,2014,825405.9,72447.81,97626.58,82540.59,8146.395418712635,72447.81,80389.14499999999
2797,Power Generation Supervisor,2012,395011.16,116349.92,158647.99,131670.38666666666,23434.980432682958,116349.92,120013.25
2798,Power Generation Supervisor,2013,649160.8099999999,3720.76,194920.71,129832.16199999998,73315.1530591768,3720.76,146243.56
2799,Power Generation Supervisor,2014,614552.22,4537.7,174963.07,122910.44399999999,67510.4765581634,4537.7,144104.61
2800,Power Generation Technician 1,2012,176234.68,76163.44,100071.24,88117.34,16905.36750325174,76163.44,88117.34
2801,Power Generation Technician 1,2013,174490.25,14974.75,117169.82,43622.5625,49153.48850667561,14974.75,21172.84
2802,Power Generation Technician 1,2014,278885.19,85246.18,106624.17,92961.73,11865.021686204376,85246.18,87014.84
2803,Power Generation Technician 2,2012,1013264.07,105098.81,151951.93,126658.00875,15365.3542933328,105098.81,122357.65
2804,Power Generation Technician 2,2013,1193422.81,116348.8,149942.23,132602.53444444446,10008.899858690907,116348.8,133805.24
2805,Power Generation Technician 2,2014,975150.26,80884.08,137606.02,121893.7825,17803.736602914687,80884.08,124053.43
2806,Power House Operator,2012,458458.94,78902.26,97562.69,91691.788,7570.6983679558925,78902.26,94763.15
2807,Power House Operator,2013,494637.79000000004,80836.57,107182.42,98927.558,10460.382372244812,80836.57,101361.35
2808,Power House Operator,2014,519615.76,81761.84,121289.54,103923.152,14709.102623000832,81761.84,107668.85
2809,Power Plant Supervisor 1,2012,100228.74,100228.74,100228.74,100228.74,,100228.74,100228.74
2810,Power Plant Supervisor 1,2013,100462.43,100462.43,100462.43,100462.43,,100462.43,100462.43
2811,Power Plant Supervisor 1,2014,21901.65,21901.65,21901.65,21901.65,,21901.65,21901.65
2812,Pr Administrative Analyst,2012,14960672.73,7706.4,149630.98,93504.2045625,25174.679380387744,107926.01,105474.03
2813,Pr Administrative Analyst,2013,17095176.71,0.0,129250.68,99971.793625731,29090.422951922144,115478.53,114626.91
2814,Pr Administrative Analyst,2014,17512142.29,2736.79,122351.17,96752.16734806629,29143.53758953788,114317.01,110556.13
2815,"Pr DistAtty Invstgtor,SpecUnit",2012,21802.1,21802.1,21802.1,21802.1,,21802.1,21802.1
2816,Pr Environmental Hlth Insp,2012,646799.46,82351.2,113646.56,107799.90999999999,12550.825464696738,82351.2,113578.485
2817,Pr Environmental Hlth Insp,2013,603417.98,117050.24,121607.75,120683.59599999999,2031.2419172836126,117050.24,121602.86
2818,Pr Environmental Hlth Insp,2014,482978.54,1871.91,120350.03,96595.708,52952.23504687615,1871.91,120232.97
2819,Pr Fare Collections Receiver,2012,178783.06,84837.07,93945.99,89391.53,6440.97910128576,84837.07,89391.53
2820,Pr Fare Collections Receiver,2013,194329.71,96684.45,97645.26,97164.855,679.3952664318451,96684.45,97164.855
2821,Pr Fare Collections Receiver,2014,198420.76,94783.96,103636.8,99210.38,6259.903196759513,94783.96,99210.38
2822,"Pr Investigator, Tax Collector",2012,91463.06,91463.06,91463.06,91463.06,,91463.06,91463.06
2823,"Pr Investigator, Tax Collector",2013,97119.0,97119.0,97119.0,97119.0,,97119.0,97119.0
2824,"Pr Investigator, Tax Collector",2014,98840.57,98840.57,98840.57,98840.57,,98840.57,98840.57
2825,Pr Payroll & Personnel Clerk,2012,1289043.95,60095.27,106574.6,80565.246875,11966.385419277187,60095.27,77667.64
2826,Pr Payroll & Personnel Clerk,2013,1421930.2,65870.25,118781.48,83642.95294117647,12921.749730428228,65870.25,82086.03
2827,Pr Payroll & Personnel Clerk,2014,1509400.26,35914.83,111677.86,79442.11894736842,17366.178570683136,35914.83,82061.46
2828,Pr Personal Property Auditor,2012,428993.41,47796.35,107897.93,85798.682,28328.207106419035,47796.35,103433.22
2829,Pr Personal Property Auditor,2013,515053.25,55807.05,115311.55,103010.65,26392.350957244224,55807.05,114311.57
2830,Pr Personal Property Auditor,2014,508670.05,56339.4,114153.07,101734.01,25409.17692924842,56339.4,113033.05
2831,Pr Real Property Appraiser,2012,585519.5800000001,66805.16,108622.67,97586.59666666668,16705.823199875747,66805.16,105906.92000000001
2832,Pr Real Property Appraiser,2013,877841.46,88336.08,116055.11,109730.1825,9706.807194988403,88336.08,113819.035
2833,Pr Real Property Appraiser,2014,870018.81,84549.96,114873.1,108752.35125,11079.983268213811,114873.08,114772.055
2834,"PrDAInvest,SpecUnit (SFERS)",2012,77149.25,77149.25,77149.25,77149.25,,77149.25,77149.25
2835,"PrDAInvest,SpecUnit (SFERS)",2013,45742.01,45742.01,45742.01,45742.01,,45742.01,45742.01
2836,"PrDAInvest,SpecUnit (SFERS)",2014,67330.14,67330.14,67330.14,67330.14,,67330.14,67330.14
2837,Principal Account Clerk,2012,2408969.24,50075.83,77666.07,68827.69257142858,5141.994804853194,69178.48,69178.55
2838,Principal Account Clerk,2013,2682710.39,172.56,79761.45,70597.64184210527,13043.408913968535,73899.04,73899.04
2839,Principal Account Clerk,2014,2786507.56,32121.7,78847.75,69662.689,10014.692425284227,73471.02,73471.055
2840,Principal Clerk,2012,6897716.33,4947.76,90509.49,62706.51209090909,12700.0293602918,67525.51,67525.5
2841,Principal Clerk,2013,7555715.14,0.0,82732.78,64578.76188034188,15876.291208133533,72144.0,72144.0
2842,Principal Clerk,2014,7893446.1,2048.1,98424.07,64174.358536585365,18095.833487685726,71731.0,71455.81
2843,Principal Environ Specialist,2012,875524.6,49791.76,106912.73,97280.5111111111,18830.89840409801,49791.76,106911.99
2844,Principal Environ Specialist,2013,747389.42,89130.6,114388.13,106769.91714285714,10419.641455932666,89130.6,114386.0
2845,Principal Environ Specialist,2014,732355.36,33099.45,113210.08,91544.42,28556.54442578644,33099.45,104310.84
2846,Principal Mgmt Analyst,2012,415473.71,92341.85,109416.49,103868.4275,8054.1510007464385,92341.85,106857.685
2847,Principal Mgmt Analyst,2013,282795.14,38421.3,123538.68,94265.04666666668,48380.99096159289,38421.3,120835.16
2848,Principal Museum Preparator,2012,61961.59,61961.59,61961.59,61961.59,,61961.59,61961.59
2849,Principal Museum Preparator,2013,71186.46,71186.46,71186.46,71186.46,,71186.46,71186.46
2850,Principal Museum Preparator,2014,76569.82,76569.82,76569.82,76569.82,,76569.82,76569.82
2851,Principal Parts Storekeeper,2012,146918.87,69696.98,77221.89,73459.435,5320.914888818466,69696.98,73459.435
2852,Principal Parts Storekeeper,2013,94559.74,13955.72,80604.02,47279.87,47127.464884555375,13955.72,47279.87
2853,Principal Parts Storekeeper,2014,169891.47999999998,46426.11,123465.37,84945.73999999999,54474.98316359353,46426.11,84945.73999999999
2854,Principal Personnel Analyst,2012,387781.9,9810.0,115635.04,77556.38,47710.09308902414,9810.0,101672.21
2855,Principal Personnel Analyst,2013,332935.5,0.0,133022.51,83233.875,60806.03122305139,0.0,99956.495
2856,Principal Personnel Analyst,2014,371287.52,1092.3,131696.0,92821.88,61482.14882324354,1092.3,119249.61
2857,Principal Real Property Ofc,2012,258119.34999999998,129025.04,129094.31,129059.67499999999,48.98128673278988,129025.04,129059.67499999999
2858,Principal Real Property Ofc,2013,145418.51,145418.51,145418.51,145418.51,,145418.51,145418.51
2859,Principal Real Property Ofc,2014,283619.1,136652.07,146967.03,141809.55,7293.778163667974,136652.07,141809.55
2860,Principal Recreation Sprv,2012,42847.98,42847.98,42847.98,42847.98,,42847.98,42847.98
2861,Principal Recreation Sprv,2013,47697.65,47697.65,47697.65,47697.65,,47697.65,47697.65
2862,Principal Recreation Sprv,2014,44238.97,44238.97,44238.97,44238.97,,44238.97,44238.97
2863,Principal Water Services Clerk,2012,707414.26,68597.16,75157.74,70741.426,1779.9052493832987,68597.16,70094.29000000001
2864,Principal Water Services Clerk,2013,761411.51,74628.01,84211.53,76141.151,3041.2783055209325,74628.02,74757.585
2865,Principal Water Services Clerk,2014,889248.41,69033.04,77092.65,74104.03416666666,2018.6134032073517,69033.04,74256.015
2866,Prnpl Admin Analyst II,2012,2017250.78,1429.71,118200.12,100862.539,30033.02453618347,118170.02,116201.29000000001
2867,Prnpl Admin Analyst II,2013,2353257.41,45277.11,129153.02,112059.87666666668,25327.248306167283,126449.03,125516.6
2868,Prnpl Admin Analyst II,2014,2116183.02,13095.86,125127.07,111378.05368421052,33339.56778393775,125127.02,125127.01
2869,Probate Examiner,2012,372916.45,77975.55,99414.04,93229.1125,10284.87923480023,77975.55,97763.43
2870,Probate Examiner,2013,356224.54000000004,20027.4,112576.83,89056.13500000001,46024.28576295382,20027.4,111810.155
2871,Program Specialist,2012,4404579.72,1637.26,82918.97,72206.22491803278,18222.138757530425,77810.0,78075.05
2872,Program Specialist,2013,5383673.5,4638.57,95900.91,76909.62142857142,16550.190239692663,83160.0,83160.0
2873,Program Specialist,2014,5824575.14,2786.59,100963.72,73728.79924050633,20773.80722950955,82589.02,82589.04
2874,Program Specialist Supervisor,2012,434751.08,77507.74,90080.57,86950.216,5443.122992224225,77507.74,90072.47
2875,Program Specialist Supervisor,2013,464962.11,87456.21,96282.07,92992.42199999999,4524.557841907874,87456.21,96282.02
2876,Program Specialist Supervisor,2014,562238.79,84805.44,95601.05,93706.46500000001,4366.588391166493,95601.03,95601.025
2877,Program Support Analyst,2012,1078362.72,14185.65,97692.31,71890.848,30935.74062620709,95479.5,95390.94
2878,Program Support Analyst,2013,1279397.78,50399.34,102627.06,85293.18533333334,18336.14546323497,50399.34,91181.72
2879,Program Support Analyst,2014,2794829.5,253.5,101969.0,79852.27142857143,25372.603175706477,101345.0,90147.5
2880,Project Manager 1,2012,1436352.02,15816.5,115889.47,89772.00125,39940.15689918537,15816.5,112157.31
2881,Project Manager 1,2013,1889410.26,20081.6,126982.83,104967.23666666666,29058.757532780328,122575.51,122290.265
2882,Project Manager 1,2014,1983045.38,12949.2,127491.06,94430.73238095238,41979.451816343426,121388.01,119885.81
2883,Project Manager 2,2012,1352046.51,40532.5,146458.94,112670.5425,36777.25119130849,40532.5,132115.58000000002
2884,Project Manager 2,2013,2142113.48,61271.2,153742.03,126006.67529411765,28840.258842811014,61271.2,139768.02
2885,Project Manager 2,2014,2971630.44,27195.0,151240.03,118865.2176,35942.73670856224,137249.0,137249.0
2886,Project Manager 3,2012,1470072.92,16261.52,169217.86,133642.9927272727,46302.22469460859,16261.52,153437.67
2887,Project Manager 3,2013,1533263.5,3206.0,180927.5,139387.5909090909,67835.627281975,3206.0,172210.53
2888,Project Manager 3,2014,2058166.06,167936.62,179159.0,171513.83833333335,3244.706135988944,170527.0,170527.02
2889,Project Manager 4,2012,1091907.9100000001,179547.26,193297.0,181984.6516666667,5543.473057585531,179547.26,179809.84000000003
2890,Project Manager 4,2013,1074859.09,99120.0,206825.0,179143.18166666667,39635.913738867894,99120.0,192228.515
2891,Project Manager 4,2014,589803.04,190189.03,199807.01,196601.01333333334,5552.940455311345,190189.03,199807.0
2892,"Property Manager, Port",2012,603616.84,33696.82,96291.02,86230.97714285714,23348.26626921559,96291.0,96291.0
2893,"Property Manager, Port",2013,650436.83,42013.01,103035.53,92919.54714285713,22579.504678188223,42013.01,103035.5
2894,"Property Manager, Port",2014,645690.8,38362.91,102477.72,92241.54285714286,23832.693096448216,101954.01,101954.01
2895,Protective Services Supervisor,2012,3893613.2,5725.93,131025.58,97340.33,25822.71494495069,100238.26,101068.08499999999
2896,Protective Services Supervisor,2013,4272550.44,27708.56,139646.34,109552.5753846154,17729.239885014198,107082.06,108602.16
